Эта строчка продолжает название темы.	"""... К сожаленью, совсем не те"" — ""Наливай"""
"Парни в них ""держат масть""."	"В кожаных куртках — ""У свободы недетское злое лицо"""
"Именно такие советские руки упомянуты в ""Старой песне о главном""."	Крепкие и длинные
"Двое, которые любят группу ""Кино"", не любят именно эту песню."	"""Яблоки на снегу"""
"""Кто тут прав, кто не прав — я прошу вас"" именно об этом."	"""Не надо, не спорьте"""
Он давно наступил, и он совсем не такой, как мы ждали.	"Конец света — ""Через стекло"""
Именно ТАКУЮ фамилию выбрала для себя Мими, нарядившись грузинской княжной.	Чхартишвили
"""Забудь, что прочел. // Учись читать заново. // Так сказал [...]""."	"""... сэнсэй"""
Эта советская команда выиграла международный трофей в 1981 году.	"""Динамо"" (Тбилиси)"
Команды из ЭТИХ двух городов играют в НХЛ и НБА в разных конференциях.	Детройт и Чикаго
"Наивысшее достижение в ЕГО карьере — финал ""Ролан Гаррос"" 2004 года."	Гильермо Кориа
Согласно Луркмору, ЭТОТ АВТОР любил писать про деревенщину и Висконсин.	Клиффорд Саймак
Так назывался центральный печатный орган Министерства путей сообщения СССР.	"""ГуДОк"""
"Именно этого литературного героя М. Булгаков позаимствовал из ""Фауста"" Гете."	Воланд
Именно так в средневековой Франции называлась одна из разновидностей игры в кости.	Шанс
"Этот полузащитник ""Уралана"" в прошлом году играл за Казанский ""Рубин""?"	Микалаюнас
Весь июль спонсором программы трек-шоу на русск. радио были?	Российские железные дороги
"Назовите имя и отчество главного тренера ФК ""Локомотив"" Москва."	Юрий Павлович Семин
Эту мышцу культуристы демонстрируют, повернувшись к залу спиной?	Широчайшая мышца спины
"Именно в этом фильме звучит песня ""Махнем не глядя как на фронте говорят"""	ЩИТ И МЕЧ
Именно это нужно было поменять на Руси, что бы стать назваными братьями	НАТЕЛЬНЫЙ КРЕСТ
Он побеждал на Ролан Гарросе дважды, последний раз в 2000 г.	Густаво Куэртен (Бразилия)
В этой повести Роберта Хайнлайна повествование ведется от лица кота.	"""Дверь в лето"""
Венским арбитражем 1940 г. ее северная часть была присоединена к Венгрии.	Трансильвания
"На этом острове суп из ""ласточкиных гнезд"" любят варить не меньше, чем в Китае."	Ява
Их согласно Версальскому мирному договору передала Германия Франции	Эльзас и Лотарингию
"Именно этот немецкий футбольный клуб называют ""красные дьяволы"""	1 FC Kaiserslautern
Так называлось созданное в 1909 г. в Мюнхене объединение экспрессионистов	синий всадник
"Знак отличия ""Маршальская звезда"" вручается при присвоении звания..."	генерала армии
В крупнейшем городе этого штата в XVIII веке произошло знаменитое чаепитие.	Массачусетс
"Именно столько взяток обязуется взять преферансист, заказывая ""просто бубну""."	Шесть
Этот вечно голодный денщик поручика Лукаша отличался необычайной прожорливостью.	Балоун
"Строки: ""В меня все ближние мои Бросали бешено каменья"" — принадлежат..."	Лермонтову
"В пивной ""У чаши"" мухи загадили портрет этого престарелого монарха."	Франца-Иосифа I
"Именно этот евангелист поведал о заповеди: ""Не судите, да не судимы будете!"""	Матфей
Знаменитое имя подчеркивало маленький рост этого прославленного бельгийца.	Эркюль Пуаро
Ни один другой остров ни дал миру столько великих писателей, сколько дал этот.	Британия
Таково имя верховного хазарского божества доиудаистического периода истории.	Тенгри-хан
Из этого органического вещества состоят твердые покровы насекомых и ракообразных.	Хитин
Именно так назывался альбом Алены Свиридовой, вышедший в 1994 г.	"""Розовый фламинго"""
"Именно эту практически ""сказочную"" фамилию носил хакер Нео из ""Матрицы""."	Андерсон
"В фильме ""Свинарка и пастух"" пастуха играл Зельдин, а свинарку..."	(Марина) Ладынина
Радиопередача об успехах сельского хозяйства называлась именно так.	"""Вести с полей"""
Будь тема матричной, этот налог имел бы двойное основание в нее попасть.	Бородовой сбор
Согласно европейской нумерации автодорог шоссе Москва-Ленинград имеет этот номер.	Е-105
На долю именно этого химического элемента приходится около 23% космической массы.	Гелий
Именно этим термином обозначают незаконное изъятие сельскохозяйственного скота.	Баранта
"Ей принесла всесоюзную популярность пани Моника из ""Кабачка 13 стульев""."	О. Аросева
Легкой степенью именно этого психического заболевания является дебильность.	Олигофрения
Как следует из текста песни, когда бьют волны, Насте не больно, а именно так.	Прикольно
"Такое имя носила проститутка из Бразилии в романе Коэльо ""Одиннадцать минут""."	Мария
"Именно столько букв содержится во французском написании имени ""Жак""."	Семь (Jacques)
Злые ведьмы гишерамайрЕр регулярно пытаются поймать ЕГО — на земле и под землей.	Солнце
ОН родился 9 марта 1934 года, а погиб в авиакатастрофе 27 марта 1968 года.	Юрий Гагарин
"Благодаря ""разговорным тетрадям"" мы знаем содержание ЕГО бесед с друзьями."	Бетховен
В СССР было всего три трижды Героя Советского Союза — Покрышкин, Кожедуб и ОН.	Буденный
В ЭТОЙ антивоенной ПЕСНЕ Вячеслава Бутусова упоминаются три цвета.	"""Шар цвета хаки"""
Согласно якутской загадке, ОН — горячий камень, лежащий под землей.	Медведь [в берлоге]
ЭТА ПУСТЫНЯ — самое сухое место в мире: более 400 лет здесь не выпадали осадки.	Атакама
ЭТОГО ЧЕЛОВЕКА считают основателем современного олимпийского движения.	Пьер де Кубертен
Одиссей выбрал путь поближе к НЕЙ, предпочтя потерять только шестерых товарищей.	Сцилла
"ЕГО можно видеть, например, в опере ""Запорожец за Дунаем"" Гулак-Артемовского."	Гопак
"Именно ТАК зовут главного злодея в сериале ""Чип и Дейл спешат на помощь""."	Толстопуз
Под ЭТИМ НАЗВАНИЕМ стал известен английский револьвер Веблей номер 2.	Бульдог (Bulldog)
Назовите ФАМИЛИЮ барона по имени Леонтий, который участвовал в пленении Шамиля.	Николаи
ЭТУ СТРАНУ в годы Второй мировой войны называли главной бензоколонкой Германии.	Румыния
Язык программирования C [си] является последователем ЭТОГО малоизвестного ЯЗЫКА.	B [би]
ЭТОТ ФИЛЬМ снимался в Московском психоневрологическом интернате N 26.	"""Дом дураков"""
ЭТА страна стала первой добровольно отказавшейся от уже созданного ядерного оружия.	ЮАР
"В России исповедующие ЭТУ религию традиционно называют ее ""благоверие""."	ЗОРОАСТРИЗМ
Если первым ходом белых не является ход e2-e4, то ОН относится к классу закрытых.	Дебют
Размашка и трот — это разновидности ЕЕ.	Рысь (трот — укороченная, размашка — свободная)
"В ""Симпсонах"" троих хасидов перепутали с ЭТИМ хьюстонским КОЛЛЕКТИВОМ."	"""ZZ Top"""
"ЭТО имя матери Белого Клыка — родительный падеж ""тюрьмы на воровском жаргоне""."	Кичи
Для чтения трудов ЭТОГО ФИЛОСОФА Мигель де Унамуно выучил датский язык.	Сёрен Кьеркегор
"ОН заложил основы концепции идеального города в своем диалоге ""Государство""."	Платон
"С 2007 по 2009 год ОН вел на Первом канале шоу ""Модный приговор""."	[Вячеслав] Зайцев
"Теодор Адорно определил ЭТО как рубеж, после которого ""поэзия невозможна""."	Освенцим
В ЭТОЙ СТРАНЕ в 1960 году произошло сильнейшее в истории наблюдения землетрясение.	Чили
"ЭТОТ МЕТАЛЛ выделен из руды, чье немецкое название означало ""медный дьявол""."	Никель
ЕГО основала в 1990 году в Киеве Мария Цвигун.	"""[Великое] белое братство [ЮСМАЛОС]"""
"Одна из НИХ, созданная в 1770 году, называется ""Голубой мальчик""."	Картины Гейнсборо
22 мая 1990 года ЭТОТ ГОРОД потерял столичный статус из-за объединения двух стран.	Аден
"Валентин Гафт сыграл Глумова в ЭТОМ СПЕКТАКЛЕ ""Современника""."	"""Балалайкин и Ко"""
"Название ЭТОГО ЭЛЕМЕНТА происходит от греческого слова, означающего ""чужой""."	Ксенон
ЭТОТ ЭЛЕМЕНТ получил свое название из-за трудностей его получения в чистом виде.	Тантал
Назовите последнего на данный момент, 125-го тЭнно.	Акихито (нынешний император Японии)
Останки ЭТОГО ископаемого ДИНОЗАВРА были найдены в 1993 году в Аргентине.	Аргентинозавр
В Сеуле ОНА завоевала бронзу вместе с Клаудией Коде-Кильш и золото без нее.	Штеффи Граф
Домики ЭТИХ СЕВЕРЯН, как правило, не содержат декоративных архитектурных изысков.	Фризы
"Финал симфонической поэмы ""Из Италии"" Рихард Штраус написал в форме НЕЕ."	Тарантелла
"Отец-старик не раз ЕГО предостерегал: ""Пуще всего берегись уды!""."	Премудрый пискарь
Сонная артерия Бенгта Окерблома была перерезана именно ИМ.	Лезвие конька {зачет: конек}
В шахматах Капабланки канцлер сочетает в себе возможности ЭТИХ ДВУХ ФИГУР.	Конь и ладья
"Арабы называют ЭТОТ ТАНЕЦ ""ракс шарки"", а турки — ""орьянталь данси""."	Танец живота
"Именно на СТОЛЬКО глав в ""Одиссее"" больше, чем в ""Илиаде""."	На 0 (поровну — по 24)
Согласно исследованиям ученых, в большинстве своем ОНИ глуховаты на левое ухо.	Скрипачи
"В фильме ""Реквием по мечте"" герой перестал колоть себе героин лишь потеряв ЕЕ."	Руку
Польский органист XVI века Мартин Леополита известен также как Мартин ОТТУДА.	Из Львова
Под псевдонимом Мэри Уэстмакотт ОНА написала целых шесть любовных романов.	Агата Кристи
"В основу ЭТОГО ФИЛЬМА легли реальные события в кооперативе ""Мосфильма""."	"""Гараж"""
Изначально ОН был специальным двориком, посвящавшимся богине домашнего очага.	Вестибюль
Если у христиан существуют всего 10 заповедей, то У ЭТОЙ РЕЛИГИИ заповедей 613.	Иудаизм
"На Руси ЕЕ называли ""химИпет"". Для ее изготовления надо хорошо знать химию."	Финифть
"Находясь в Италии, ОНА пользовалась именем ""графини Зелинской""."	[Княжна] Тараканова
"В своей работе ""Микрография"" ОН впервые использовал термин ""клетка""."	[Роберт] Гук
"Одной из примерно двух тысяч ИХ является ""Крестьянка из Хетафе""."	Пьеса Лопе де Вега
Попасть В НЕГО можно путем трансгрессии или по Сети летучего пороха.	Министерство магии
Борис Гребенщиков назвал ЕГО святой горой.	"Монмартр (в переводе — ""Холм мучеников"")"
В другом своем палиндроме Борис Левин требует тащить чан. Именно С ЭТОЙ ЦЕЛЬЮ.	Начищать
"ЭТА ГАЗЕТА в 2012 году учредила премию ""Золотой Дельвиг""."	"""Литературная газета"""
В ЭТОМ ГОРОДЕ, давшем название заливу, по легенде, находятся могилы Авеля и Каина.	Аден
Основное действие ЭТОГО РОМАНА, начатого в 1922 году, происходит в Деревне.	"""Замок"""
"В 1849 году родилась ЭТА ПОЭТЕССА, автор стихотворения ""Новый Колосс""."	Эмма Лазарус
"""Обед НА НЕМ"" — это название известной фотографии, сделанной в 1932 году."	Небоскреб
"Альфой ЭТОГО СОЗВЕЗДИЯ является звезда Регул, которую также называют ""Сердцем""."	Лев
"ОН также является автором произведения ""Бегемот, или Долгий Парламент""."	Томас Гоббс
Английский журналист XIX века, побывавший во Франции, удивлялся шестифутовым ИМ.	Багеты
Если конь и ослица решат завести потомство, результатом их усилий будет именно ОН.	Лошак
Именно ТАК охарактеризован случай в известном пушкинском стихотворении.	Бог-изобретатель
Когда мы совершаем это действие, подымается ветер.	"Когда мы поем — ""Когда Мы Вдвоем"""
"""Камни врезаются в окна, как молнии"" именно этого бога."	"Индры — ""Транквилизатор"""
"Герой песни ""Прохожий"" не видит ничего, поскольку сделал именно это."	Надел свои очки
"""Где-то есть люди, у которых есть"" именно эти родственники."	"Сын и дочь — ""Война"""
Именно это делали друг другу жившие под лестницей крыса и пес.	"Песенки пели — ""Кода"""
"Именно это художественное направление упомянуто в песне ""Осеннее Солнце""."	Сюрреализм
"""Если выпадет снег"", ты сделаешь именно это."	"Ляжешь чуть раньше меня — ""Ко Мне!"""
Именно там Масяня собиралась выбрать себе нового спутника жизни.	На Кондратьевском рынке
Именно так называлась поп-группа Масяни и Хрюнделя.	Сезон забоя пистолетов направо в дуб
Именно так назывался первый бар, встреченный Масяней на московской улице.	Козлы и Собаки
Именно этими частями человеческого тела, по словам Масяни, иногда обладает рюкзак.	Ушами
Именно столько, по словам Масяни, получают бабки, охраняющие бесценные музеи.	100 рублей
Именно так назывался второй бар, встреченный Масяней на московской улице.	Корявые крючья
Сорвавшиеся с тетивы пальцы сравниваются именно с ними.	С сорвавшимися в пропасть людьми
В процессе дней вместо ПЕРВЫХ всем раздали ВТОРЫХ.	"Журавли и синицы — ""Битое стекло"""
"""Уж если я и мечтал о свободе, то в том числе и от их болтовни""."	От болтовни эстетов
"Когда ""читали книги и боялись ЦК"", не знали этого слова."	"Киллер — ""Странные дни"""
"В 2003 году этот тренер привел ""Гомель"" к званию чемпионов Беларуси."	Сергей Подпалый
Талисман чемпионата мира по хоккею носил ТАКОЕ имя.	Hockey Bird [зачет: Хоккейная птица]
ОН возглавляет официальный мировой рейтинг гольфистов на сегодняшний день.	Рори Макилрой
"Второй этап ""Турне четырех трамплинов"" традиционно проходит ТАМ."	Гармиш-Партенкирхен
Сколько дней провел пророк Иона во чреве кита?	Трое суток (в советское время дали бы 15)
Именно этот европейский танец восходит к почитаемому в древности культу солнца.	Фламенко
Именно они были изображены на гербе Ланкастерской и Йоркской династии.	Алая и белая роза
Бруклин, Куинс, Бронкс, Стейтен-Айланд. Назовите последний.	Манхэттен (районы Нью-Йорка)
Именно в этот день Цезарь получил приказ сената распустить войска.	1 января 49 г до н. э
1-го января 1881-го года произошла встреча этого человека с одним доктором.	Шерлок Холмс
20 ноября 1994 года в Петербурге был установлен памятник именно этой птице	ЧИЖИКУ-ПЫЖИКУ
Именно эту букву чаще всего упоминали футбольные специалисты в 30-40-х годах	W (дубль В)
"Именно этого наполеоновского генерала австрийцы называли ""черным дьяволом"""	ДЮМА-ОТЦА
Именно этому боксеру вручается на олимпийских играх кубок Вэла Баркера	САМОМУ ТЕХНИЧНОМУ
Доп 2. Именно так расшифровывается аббревиатура ТНК.	Доп 2. Транснациональная корпорация
Эта соль синильной кислоты смертельно опасна для человека	цианистый калий (циан = синий)
Положение самолета в пространстве описывается тремя углами: крена, рыскания и...	тангажа
Именно она была невестой поручика Ржевского	Шурочка Азарова (а вовсе не Наташа Ростова!)
"Его карикатуры регулярно появляются в газете ""Московский комсомолец"""	Алексей Меринов
Из большого спорта он ушел в литературу, а затем проявил себя и как политик.	Юрий Власов
По утверждению Ильфа и Петров, к владельцу этой вещи приходят финагент и девушки.	Матрац
Последний фильм Анатолия Папанова назывался...	"""Холодное лето пятьдесят третьего..."""
В письме к этому испанскому иудею каган Иосиф изложил историю Хазарии.	Хасдай Ибн-Шафрут
Именно это имя в восточнославянской мифологии носил родоначальник племени кривичей.	Крив
Среди произведений Чингиза Абдуллаева есть ОНА для грешников и для дураков.	Альтернатива
Именно ее площадь с островами составляет 18,28 млн. квадратных километров.	Южная Америка
Она была принята, например, в период с 17 по 31 октября 1961 г. в Москве.	Программа КПСС
Именно так называют обрамленную часть стены или потолка, заполненную изображением.	Панно
"Так называется традиционный русский суп на основе кваса и ""вершков"" свеклы."	Ботвинья
Повезло Менделю, что опыты на НЕМ делал: выбранные признаки оказались моногенными.	Горох
Какие ядовитые змеи, кроме гадюки обыкновенной, водятся в средней полосе России?	Никакие
Именно этот чеховский персонаж произнес монолог, обращаясь к многоуважаемому шкафу.	Гаев
"В песне ""Аквариума"" он ""идет по свету, сжимая крюк в кармане брюк""."	Корнелий Шнапс
К этому классу растений относятся и лилейные, и орхидные, и злаки, и пальмы.	Однодольные
Этой побочной продукции ЗИЛа ныне в квартирах все меньше. Импорт наступает!	Холодильники
"В универмаге в отделе ""Конфекция"" традиционно продавалось именно это."	Готовое платье
Эту известную марку бытовых радиоэлектронных устройств вы назовете по-немецки.	Blaupunkt
Казнь этого будущего классика русской литературы отменил Николай I (и зря!).	Достоевский
"Название этого устройства буквально переводится как ""темная комната""."	Камера-обскура
ТАК называется московская поп-группа. Название у нее метеорологическое.	"""Точка росы"""
Знаменитая еще в СССР кондитерская фабрика Кишинева называется именно ТАК.	"""Букурия"""
"Именно этому, явно французскому, писателю принадлежит рассказ ""Обыск""."	Анатоль Франс
Под прикрытием именно этого имени ВЕРНАЯ жена спустилась за мужем и в ад тюрьмы.	Фиделио
Именно она в 1712 г. удостоила Генри Сент-Джона титулом виконта Болингброка.	Анна Стюарт
О существовании этого специфического вина мы узнали от Рэя Брэдбери.	Вино из одуванчиков
Именно его бюст стоит перед входом в Сумской педагогический университет.	Антон Макаренко
Именно так называется врожденное отсутствие или утрата одного либо обоих глаз.	Анофтальм
Первая ЕГО неделя — сборная, четвертая — средокрестная, пятая — похвальная.	Великий пост
Рэтчет, Бамблби, Айронхайд, Джаз, Оптимус Прайм. Перечислена пятерка именно ИХ.	Автоботы
Именно ЭТОТ МАТЕРИАЛ применялся для шестов между эпохой дерева и эпохой алюминия.	Бамбук
Подавляющая часть этрусских надписей представляет собой именно ТАКИЕ надписи.	Надгробные
Композитор Йозеф Старцер создал ЭТОТ БАЛЕТ по трагедии Корнеля.	"""Горации и Куриации"""
Второй и третий по численности города ЭТОЙ РЕСПУБЛИКИ — Лагань и Городовиковск.	Калмыкия
ЭТА ТВАРЬ обладает нетопырьими крыльями, скорпионовым хвостом и женским лицом.	Мантикора
ТАК назывались сборные США — участники Олимпийских игр 1992-2000 годов.	"""Dream Team"""
Современный город Джелам в Пакистане первоначально назывался в честь ЭТОГО КОНЯ.	Буцефал
ЭТОТ ОСТРОВ в Индийском океане у берегов Африки — тезка целой части света.	Остров Европа
Впервые ОНА была поставлена в августе 1876 года на фестивале в Байрёйте.	"""Валькирия"""
"ЕГО первый сборник стихов ""Горные тропы"" вышел в 1957 году в Сухуми."	Фазиль Искандер
"ЕГО химический символ совпадает с сокращенным обозначением слова ""компания""."	Кобальт
ЭТОТ РОМАН был написан в год крысы. В названии его тоже фигурирует год крысы.	"""1984"""
В название ЭТОГО РОМАНА входит температура воспламенения бумаги.	"""451 по Фаренгейту"""
Пушкин сравнил ЭТОТ СОРТ шампанского с ветреной любовницей.	Аи (АИ — маркировка бензина)
Воинское подразделение и маленький заглавный герой произведения Маяковского.	Полк и клоп
"ЭТО арабское СЛОВО, собственно, и означает ""одежда""."	"""Халат"" (точнее, ""хилат"")"
"ЭТУ МАРКУ выпустила на рынок в 1913 году ""R.J.Reynolds Tobacco Company""."	"""Camel"""
По мнению специалистов, один из самых красивых ТАКИХ ЦИРКОВ — цирк Платона.	Лунные цирки
"Именно ЭТОТ ПРЕДМЕТ изображен на картине Бартеля Брейна Старшего ""Суета сует""."	Череп
Любимый Лизой Симпсон ОН — Честер Алан Артур, двадцать первый ОН по счету.	Президент США
На щите герба Уругвая в качестве символа справедливости и равенства изображены ОНИ.	Весы
"По-болгарски ЭТО ПОМЕЩЕНИЕ именуется ""кокошатник""."	"Курятник (""кокошка"" — курица)"
"""ОНА"" определяла музыку как ""опиум для никого, только для нас""."	"""Агата Кристи"""
"По латыни ОНА — всего лишь ""коробка"", мы же называем так емкость покрупнее."	Цистерна
"Именно ТАК называется бар в игре ""S.T.A.L.K.E.R.: Тень Чернобыля""."	"""Сто рентген"""
Либретто ЭТОЙ пятиактной ОПЕРЫ Верди написано по мотивам драмы Шиллера.	"""Дон Карлос"""
По конструкционному исполнению ОНИ бывают бескаркасные, каркасные и бесшовные.	Аквариумы
"ЕГО можно увидеть на гравюре Альбрехта Дюрера ""Меланхолия""."	"""Магический квадрат"""
Первоначально национальное грузинское блюдо чахохбили делалось из мяса ЭТОЙ ПТИЦЫ.	Фазан
"""Шоу Кливленда"" является спин-оффом ЭТОГО американского МУЛЬТСЕРИАЛА."	"""Гриффины"""
ТАК называется внесистемная единица радиоактивности, равная 3,7 x 10^10 беккерелей.	Кюри
Английский мэнкетчер представляет собой боевую разновидность ЭТОЙ домашней УТВАРИ.	Ухват
"ЕГО волос над ухом и ушная раковина выполнены в виде букв ""M"" и ""G""."	Гомер Симпсон
"ЭТА ФРАЗА три раза повторяется в песне ""Я не могу иначе""."	"""Сердце мое не камень"""
Впервые ОНО было поднято восставшими лионскими ткачами в апреле 1834 года.	Красное знамя
Побратимом ЭТОГО российского ГОРОДА в 2004 году стала Лхаса, а в 2010 — Улан-Удэ.	Элиста
Один из ИХ родов называется кусаки. Название предложил немецкий энтомолог Мейген.	Комары
ЭТУ ФАМИЛИЮ носила Роза, возлюбленная учителя географии из романа Саши Соколова.	Ветрова
По сценарию Билли Гибсона Бобби Лонго в 1995 году снял ЭТОТ ФИЛЬМ.	"""Джонни-Мнемоник"""
В романе Кормака Маккарти дырки, проделанные в НЕМ, были названы хроникой голода.	Ремень
Евразийский национальный университет города Астаны носит имя ЭТОГО ЭТНОЛОГА.	Лев Гумилёв
ЕЕ первая строчка знакома, вероятно, каждому любителю интеллектуальных игр.	Ария Германа
"Другое ЕГО название — рейгАн, но нам больше известно ЭТО ""царское"" НАЗВАНИЕ."	Базилик
"ЭТОМУ УРОЖЕНЦУ Доборьяна принадлежит произведение ""Листок из альбома""."	[Ференц] Лист
"Согласно шутке, ОНИ прислали на программу ""Что? Где? Когда?"" пустой конверт."	Матросы
Весной 2003 года ЕЕ чучело было выставлено в королевском музее Эдинбурга.	[Овечка] Долли
Именно ИМ является двадцатидевятилетний британец Шэм Дэвис.	Самый молодой дедушка в мире
Женщина по имени Стоящая с Кулаком была женой ЕГО и тоже была белой.	Танцующий с волками
Судя по названию, ЭТОЙ лесной ПТИЧКЕ отряда воробьинообразных верить не стоит.	Завирушка
На территории Гондураса расположен Копан — городище-памятник культуры ЭТОГО НАРОДА.	Майя
Индри, пОтто, галАго, какажАо, мангобЕй, казИ, носАч, хулОк, дрил — это всё ОНИ.	Приматы
"ЭТОТ РЕЖИССЕР в фильме ""Цирк"" поет негритенку колыбельную на идиш."	[Соломон] Михоэлс
Если в названии ЭТОГО ЦИТРУСА поменять ударение, получится атрибут нечистой силы.	ПомЕло
ОН славится умением имитировать всевозможные звуки — например, игру на флейте.	Лирохвост
"ОН снял фильм ""Ран"", взяв за основу шекспировского ""Короля Лира""."	[Акира] Куросава
"ЕГО последними словами были: ""Знаешь ли ты, что такое добродетель?""."	Карась-идеалист
Под влиянием своего учителя сэра Реджинальда Джонстона ОН в 1922 году отрЕзал косу.	Пу И
Как Алжир, Тунис и Гватемала, ЭТА СТОЛИЦА также является тезкой своей страны.	Эль-Кувейт
В 2013 году в США впервые был введен запрет на ТАКОЕ оружие.	Напечатанное на 3d-принтере
"Именно ЕГО призывал стать достойным ""всего этого"" капитан Джон Миллер."	Рядовой Райан
В красном поле черный еж. Это не загадка, а короткое описание одного польского ЕГО.	Герб
"ОНА состоит из двух частей: ""Праздник народов"" и ""Праздник красоты""."	"""Олимпия"""
"ЕГО первым писательским опытом стала новеллизация драмы ""Опасный полет""."	Артур Хейли
"На фреске ""Афинская школа"" ОН указывает пальцем вверх, словно на мир эйдосов."	Платон
В качестве начала ЭТОГО предлагались: картинка, головной убор, группа товарищей...	Родина
"Среди рабочих названий ЭТОГО романа было и такое: ""Свеча горела""."	"""Доктор Живаго"""
Княжество Монако состоит из трех городов: Ла-Кондамин, Монте-Карло и ЭТОГО города.	Монако
Судя по названию, с помощью ЭТОГО прибора древние греки хватали с неба звезды.	Астролябия
В военных походах ЕГО сопровождал конь Сэтэр, на котором ехал бог войны Сульдэ.	Чингисхан
"ЭТИМ вопросом заканчивается пушкинская ""Русалочка""."	"""Откуда ты, прекрасное дитя?"""
"Знакомый мастер, сработавший ""три звонких колокольца""."	"Прошка — ""Случай В Сибири"""
"Именно оно ""жгло страницы, едва касаясь их пером пылающим""."	"Время — ""Ржавая Вода"""
"""Каждая цель ближайшей войны смеется и ждет"" именно этого."	"Любви — ""Все От Винта"""
"Эти два сорта табачных изделий упомянуты в песне ""Палата N 6""."	"""Беломор"" и ""Ту"""
"Герой песни ""Муравейник"" не знает, каков на данный час процент именно их."	Сумасшедших
Именно им были увезены под вечер жившие под лестницей крыса и пес.	"Чумовозом — ""Кода"""
"""Я пройду запретной тропой"" именно их."	"""Тех, кто не отбрасывает тень"" — ""Вечер"""
"""А что с нами будет через неделю, ведает только"" он."	"Аллах — ""Все Это Рок-н-ролл"""
Именно они цветут в колхозном пруду, ставшем святым.	"Лотосы — ""Инцидент В Настасьино"""
"Этими двумя видами оружия обладает герой песни ""Навигатор""."	Арбалет и самурайский меч
На проспекте имени этого маршала располагалась аптека, в которой работала Масяня.	Блюхера
"""Не ждать конца, в часы уставив взгляд — тогда и на краю"" дышишь именно так."	Свободно
После рисования по воде вода долго помнит его движение.	"Гусиное перо — ""Нашим лодкам"""
Что-то типа него мы сделали из нашего Бога.	"Что-то типа Деда Мороза — ""Тем, кто ушел"""
Они придут с вашими друзьями, и им все равно, к вам можно или к вам нельзя.	Друзья друзей
ОНИ дважды спасли жизнь Фандорину, а стоили всего три рубля и четвертак.	Нефритовые четки
Именно ЭТОТ аристократический титул носил внук Эраста Фандорина Николас Фандорин.	Баронет
ОН является самой известной из главных ролей Хьюго Уивинга.	"V (""V — значит вендетта"")"
В нескольких статьях, посвященных Туве Янссон, писательница названа ЕЮ.	Мама муми-троллей
"Исландская. ЗАКОНЧИТЕ тремя словами на одну букву: ""Никто не танцует...""."	Сам с собой
Именно там судят сыновья Европы Радамант, Эак и Минос.	В подземном царстве (души умерших)
Именно так называется детская обувь для самых маленьких.	Пинетки (дальше гусарики и т.д.)
Что такое бутлег?	Музыкальные записи, тиражируемые без ведома и согласия на то музыкантов
Именно такой калибр имело оружие, которое на Руси называли трехлинейкой.	7,62 (0,3 дюйма)
"На гербе именно этого государства начертан девиз ""Единство в многообразии""."	Индонезия
Именно так в средневековом театре называлось фигурка, изображающая деву Марию.	Марионетка
"Название этого китайского спортивного общества переводится как ""Локомотив""."	Хо-Чэ-Тоу
"Именно этого футболиста Е. Евтушенко назвал ""Шаляпин русского хоккея"""	ВСЕВОЛОД БОБРОВ
Именно этот камень скормили рождественскому гусю в рассказе Конан-Дойля	ГОЛУБОЙ КАРБУНКУЛ
